ln_income,mother_edu,caste_religion_group,elec,dist_school_km,poor,"A,t","Y,t","Y0,t","Y1,t",predicted_ite
-0.577905841,-0.659869394,0.229278258,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-96.69360352
-0.577905841,-0.659869394,0.229278258,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-96.69360352
0.162254381,-0.659869394,1.766428733,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-92.65087891
-0.384876603,2.79026534,-1.307872216,-1.026823126,-0.24092149,-0.648284928,1,2580,,2580.0,-81.440918
0.389116152,-0.659869394,-0.539296979,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-80.9536133
-1.038955279,-0.659869394,0.229278258,0.973877559,-0.24092149,-0.648284928,0,2580,2580.0,,-79.47485352
0.072460393,-0.659869394,-0.539296979,0.973877559,-0.24092149,1.542531618,0,2580,2580.0,,-71.44067383
0.510246304,1.065197973,-1.307872216,0.973877559,-0.24092149,-0.648284928,1,2580,,2580.0,-66.0651855
-0.553458829,-0.659869394,-0.539296979,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-65.9621582
-1.076774004,0.20266429,1.766428733,0.973877559,-0.24092149,-0.648284928,0,2580,2580.0,,-64.9909668
2.429976081,1.065197973,1.766428733,-1.026823126,-0.24092149,-0.648284928,1,2580,,2580.0,-35.0668945
0.753714297,1.927731656,1.766428733,-1.026823126,-0.24092149,-0.648284928,1,2760,,2760.0,-135.2873535
0.458585133,1.927731656,-0.539296979,0.973877559,-0.24092149,-0.648284928,1,2760,,2760.0,-83.2277832
0.831093279,1.065197973,-0.539296979,-1.026823126,0.627370701,-0.648284928,1,2760,,2760.0,-45.52148438
-0.889689847,1.065197973,-0.539296979,0.973877559,1.061516797,-0.648284928,1,2760,,2760.0,-43.12011719
-0.574223225,0.20266429,1.766428733,-1.026823126,-0.24092149,-0.648284928,0,2820,2820.0,,-121.92822266
2.290301122,2.79026534,-1.307872216,-1.026823126,2.363955083,-0.648284928,1,2880,,2880.0,-121.3615723
0.668192257,-0.659869394,-0.539296979,-1.026823126,-0.24092149,-0.648284928,0,2940,2940.0,,-104.6074219
-0.476044967,1.065197973,-1.307872216,-1.026823126,-0.24092149,1.542531618,1,3000,,3000.0,-146.550293
1.634555211,2.79026534,-1.307872216,-1.026823126,0.627370701,-0.648284928,1,3000,,3000.0,-144.7258301
0.671852647,-0.659869394,-0.539296979,-1.026823126,-0.24092149,1.542531618,0,3000,3000.0,,-140.701660156
-0.845580854,1.065197973,0.229278258,0.973877559,-0.24092149,1.542531618,0,3000,3000.0,,-137.4382324
0.685534459,1.065197973,-0.539296979,-1.026823126,0.627370701,1.542531618,0,3000,3000.0,,-127.3647461
1.239387692,-0.659869394,-0.539296979,-1.026823126,0.627370701,-0.648284928,1,3000,,3000.0,-94.11035156
0.729842908,-0.659869394,-0.539296979,0.973877559,-0.24092149,-0.648284928,1,3000,,3000.0,-85.9641113
0.517113736,1.065197973,-1.307872216,0.973877559,-0.24092149,-0.648284928,1,3000,,3000.0,-72.1435547
1.034300928,1.065197973,-1.307872216,-1.026823126,-0.24092149,-0.648284928,0,3000,3000.0,,-65.0158691
-0.979489478,-0.659869394,-0.539296979,0.973877559,-0.24092149,-0.648284928,1,3120,,3120.0,-149.1391602
-0.979489478,-0.659869394,-0.539296979,0.973877559,-0.24092149,-0.648284928,1,3120,,3120.0,-142.0766602
0.308112347,1.927731656,-1.307872216,0.973877559,-0.24092149,-0.648284928,1,3120,,3120.0,-140.8029785
0.045616955,-0.659869394,0.229278258,0.973877559,-0.24092149,1.542531618,0,3240,3240.0,,-116.7878418
-1.40721353,-0.659869394,-1.307872216,0.973877559,0.193224605,-0.648284928,0,3600,3600.0,,-97.8569336
