ln_income,mother_edu,caste_religion_group,elec,dist_school_km,poor,"A,t","Y,t","Y0,t","Y1,t",predicted_ite
-2.044779505,1.065197973,-0.539296979,-1.026823126,0.193224605,-0.648284928,1,2580,,2580.0,-66.3132324
3.194487673,1.927731656,2.535003971,-1.026823126,2.798101179,-0.648284928,0,2580,2580.0,,-93.0241699
3.194487673,1.927731656,2.535003971,-1.026823126,2.798101179,-0.648284928,0,2580,2580.0,,-99.0241699
0.914264702,1.065197973,-0.539296979,-1.026823126,0.193224605,-0.648284928,1,2580,,2580.0,-135.0119629
0.596288107,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,1,2580,,2580.0,-103.2792969
2.586386818,1.065197973,-1.307872216,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-95.87133789
2.586386818,1.065197973,-1.307872216,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-69.06494141
0.335918148,1.065197973,1.766428733,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-52.28344727
1.343781062,2.79026534,-1.307872216,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-131.20996094
1.028188946,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-155.33520508
1.166209204,-0.659869394,0.229278258,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-161.74536133
-0.005393158,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-239.523681641
0.794652399,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-100.643554688
0.717861256,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-124.72241211
0.717861256,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-124.72241211
0.500220763,-0.659869394,0.229278258,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-128.6518555
1.56968276,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-106.7954102
3.073416801,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-108.4313965
0.334276219,1.927731656,-1.307872216,-1.026823126,-0.24092149,1.542531618,0,2580,2580.0,,-138.3959961
1.56968276,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,2580,2580.0,,-79.4111328
1.107907015,1.927731656,2.535003971,-1.026823126,5.837123848,-0.648284928,0,2580,2580.0,,-14.760498
0.533068844,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,1,2640,,2640.0,-46.12963867
3.651100987,2.79026534,2.535003971,-1.026823126,12.34931528,-0.648284928,1,2880,,2880.0,-82.0981445
3.651100987,2.79026534,2.535003971,-1.026823126,14.52004576,-0.648284928,1,2880,,2880.0,-101.7583008
2.411236725,2.79026534,-1.307872216,-1.026823126,0.627370701,-0.648284928,1,2880,,2880.0,-76.0898438
0.237396001,-0.659869394,2.535003971,-1.026823126,-0.24092149,1.542531618,0,2880,2880.0,,-102.52636719
1.696635736,-0.659869394,-1.307872216,-1.026823126,3.66639337,-0.648284928,1,2880,,2880.0,-103.9411621
0.856405293,1.065197973,-1.307872216,-1.026823126,2.798101179,-0.648284928,1,2880,,2880.0,-92.0854492
1.678317754,1.927731656,-1.307872216,-1.026823126,2.363955083,-0.648284928,0,2880,2880.0,,-94.6799316
1.700190476,1.927731656,-1.307872216,-1.026823126,0.627370701,-0.648284928,1,3000,,3000.0,-44.99121094
0.248088057,2.79026534,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,3000,3000.0,,-103.8359375
0.222980428,-0.659869394,2.535003971,-1.026823126,-0.24092149,1.542531618,0,3000,3000.0,,-106.73608398
0.310195706,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,1,3000,,3000.0,-122.18017578
0.63972755,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,0,3000,3000.0,,-132.38989258
1.62805066,-0.659869394,2.535003971,-1.026823126,2.798101179,-0.648284928,1,3000,,3000.0,-41.1418457
2.234394204,1.927731656,2.535003971,-1.026823126,1.495662892,-0.648284928,0,3000,3000.0,,-72.92333984
1.502601742,1.065197973,-1.307872216,-1.026823126,1.061516797,-0.648284928,1,3000,,3000.0,-114.8171387
2.226593111,-0.659869394,2.535003971,-1.026823126,-0.24092149,-0.648284928,1,3000,,3000.0,-88.2470703
1.502601742,1.065197973,-1.307872216,-1.026823126,1.061516797,-0.648284928,1,3000,,3000.0,-90.359375
1.563897345,1.065197973,2.535003971,-1.026823126,-0.24092149,-0.648284928,1,3360,,3360.0,-100.0778809
