ln_income,mother_edu,caste_religion_group,elec,dist_school_km,poor,collect_fw,piped_water,math_ok,study_min_wk
11.140571095927864,1,3,1,2,0,1,1,0,1800
10.533455287996134,3,3,1,2,1,1,1,0,2220
10.533455287996134,3,3,1,2,1,1,1,0,2220
11.115145748438051,1,2,1,2,0,0,1,0,2880
11.115145748438051,1,2,1,2,0,0,1,0,2880
10.183049243755137,1,5,1,2,0,0,1,0,2880
11.284216455183136,3,2,1,3,0,1,1,1,2400
11.284216455183136,3,2,1,3,0,1,1,0,2400
9.958259788383108,3,2,1,3,1,1,1,1,2700
10.516671188955689,3,2,1,2,0,1,1,1,2640
10.21833478806055,1,3,0,1,0,1,1,0,2280
11.74245657234248,3,2,0,1,0,1,1,1,3480
10.849356503939038,2,2,1,1,1,1,1,0,2820
10.849356503939038,2,2,1,1,1,1,1,0,2820
8.920121751872404,1,2,1,1,1,0,1,0,2640
10.659633006160352,1,2,1,1,1,1,1,0,2760
10.703266939811954,1,2,0,1,1,1,1,0,2820
9.328656598794225,1,2,1,1,1,0,1,1,2520
11.382372489597046,1,2,0,3,0,1,1,0,2640
9.59430941973946,1,2,1,1,1,0,1,0,2640
11.022735454804309,1,5,1,1,1,0,1,0,2280
9.994287576862567,1,2,1,1,1,0,1,0,2400
9.88078171500049,1,3,1,1,1,0,1,0,2520
9.88078171500049,1,3,1,1,1,0,1,0,2520
11.794043541459363,3,1,0,3,0,1,1,1,2880
11.794043541459363,3,1,0,3,0,1,1,0,2880
10.289056028929835,1,3,1,1,1,0,1,0,2460
11.566286120892515,3,1,1,1,0,1,1,0,2340
11.566286120892515,3,1,1,1,0,1,1,0,2340
11.031674824544641,3,1,0,1,1,1,1,0,2520
10.291670853409766,1,3,1,1,0,0,1,0,2760
10.854295646435844,4,1,0,1,0,1,1,1,2220
10.083765355620846,1,3,1,1,0,0,1,0,2760
10.658317618283657,1,2,1,2,1,0,1,0,2280
10.658317618283657,1,2,1,1,1,0,1,0,2340
10.67014073838981,1,2,1,1,0,0,1,0,2520
10.67014073838981,1,2,1,1,0,0,1,1,2520
10.126271039034782,1,2,1,2,0,0,1,0,2580
11.22458984566989,3,2,1,1,1,0,1,1,2400
9.161780181360806,1,2,1,1,0,0,1,0,2580
11.835450895458816,3,1,0,1,0,0,1,1,2520
10.902297921958713,3,2,1,1,0,0,1,1,2880
10.331398849474123,2,5,0,1,0,0,1,1,2820
10.331398849474123,2,5,0,1,0,0,1,0,2520
10.165890277802454,1,1,1,1,1,0,1,0,2460
9.872822138225242,1,5,1,1,0,0,1,0,2520
9.872822138225242,1,5,1,1,0,0,1,0,2520
11.211293206231721,3,2,1,1,0,1,1,1,2640
9.669409436169138,1,3,1,2,0,0,1,0,2520
10.438839921478715,2,3,1,2,1,0,1,1,2340
10.756966271998413,1,5,0,1,0,0,1,1,3360
10.216142686053809,1,2,1,4,1,0,1,0,2400
10.216142686053809,1,2,1,2,1,0,1,0,2280
10.62427421889949,1,1,1,1,1,0,1,0,2340
8.928110078202646,3,2,1,1,0,1,1,1,2280
8.928110078202646,3,2,1,1,0,1,1,0,2280
8.870803443982124,3,3,1,1,1,0,1,0,2880
9.603800372956915,1,3,1,1,0,0,1,0,2880
9.991544216356411,1,3,1,1,1,0,1,0,1260
9.746892220313054,1,3,1,1,0,0,1,0,1620
10.06628644284122,1,3,1,8,1,1,1,0,3600
11.054629038216078,1,2,1,1,1,1,1,0,2520
11.054629038216078,1,2,1,1,1,1,1,0,2520
13.129996173361718,3,2,1,15,0,1,1,1,3000
13.129996173361718,3,2,1,1,0,1,1,1,3000
13.129996173361718,3,2,1,1,0,1,1,1,3000
11.005444242454628,1,2,1,1,1,1,1,1,3000
11.005444242454628,1,2,1,1,1,1,1,0,3000
10.41843467126129,3,1,0,1,1,1,1,1,3000
12.573423894362902,3,2,0,1,0,1,1,0,3480
11.334169543735626,3,2,0,1,1,1,1,0,3000
10.69128560469541,1,2,1,1,1,0,1,0,2280
10.60313853743474,1,2,1,1,1,1,1,0,2340
11.298877919281251,3,1,1,1,0,1,1,0,3000
11.03054151483554,1,3,1,1,1,0,1,1,3000
11.539577132967588,1,2,1,1,0,0,1,0,2520
9.997023431927293,1,2,1,1,1,0,1,1,2640
10.28332711300532,1,2,1,1,0,0,1,0,2520
12.242949267292833,1,2,1,1,0,0,1,0,2400
10.647826772357497,1,2,1,1,1,0,1,0,2460
10.647826772357497,1,2,1,1,1,0,1,0,2400
11.416447603691164,1,3,1,1,1,0,1,0,2400
10.196194479235656,1,3,1,1,0,0,1,0,2400
10.196194479235656,1,3,1,1,0,0,1,0,2640
10.732715997033832,1,3,1,1,1,0,1,0,2400
10.732715997033832,1,3,1,1,1,0,1,0,2280
11.177047052000846,1,2,1,1,1,0,1,0,2400
11.216148828725508,1,1,1,1,0,0,1,0,2280
9.822873848541882,1,3,1,1,1,1,1,0,2520
9.646076003102594,1,3,1,1,1,0,1,0,2400
10.64199043481687,1,3,1,1,1,1,1,0,2520
10.551924982703788,2,2,1,1,1,0,1,0,2400
7.640603826393634,1,2,0,1,1,0,1,1,2520
7.640603826393634,1,2,0,1,1,0,1,0,2580
10.278527816830314,1,2,1,1,1,0,1,0,2640
