ln_income,mother_edu,caste_religion_group,elec,dist_school_km,poor,collect_fw,study_min_wk,math_ok
10.533455287996134,3,3,1,2,1,1,2220,0
10.438839921478715,2,3,1,2,1,0,2340,1
11.369759234576504,3,2,0,1,0,1,2580,0
10.576457535657257,1,2,1,1,0,0,3600,0
10.622814044879377,1,3,1,1,0,1,2220,0
9.968853855967382,1,3,1,1,1,1,1380,0
10.734242182303689,1,2,1,1,0,1,1860,0
10.133646438744243,1,2,0,1,1,1,2220,0
12.323860125621126,5,1,0,1,0,0,2520,1
11.309719335788534,2,2,0,1,0,1,2880,1
10.365364499570234,1,2,0,1,0,1,2640,0
10.629537452771782,1,2,1,1,0,0,2820,0
9.955652966516809,3,2,0,2,0,1,2520,1
10.782720031453678,1,2,1,1,0,0,2100,0
10.164350690877352,1,1,1,3,0,1,2880,0
10.649488059999875,1,5,0,1,1,0,1620,0
11.37929120991269,2,5,0,1,1,0,2160,0
10.445840912706414,1,2,0,1,0,0,2160,0
10.51219277958166,1,2,0,1,0,1,2520,0
10.90321829164412,3,1,0,1,0,0,2160,0
10.982679140964631,1,5,1,1,1,0,2160,0
11.199638363803052,1,2,1,2,1,0,2520,1
9.959442464680574,4,2,1,1,0,0,2520,0
9.770013301136158,1,3,1,1,1,0,1980,0
11.951186847493476,1,5,1,5,0,0,2580,0
10.682835364853922,3,2,0,1,0,0,2580,1
10.112167001239516,1,3,1,1,1,0,2520,0
9.997023431927293,1,2,1,1,1,0,2640,1
11.397076807198014,1,2,1,1,0,0,2580,0
10.139389369949,1,3,1,1,0,0,2160,0
11.0694624957204,1,3,0,1,0,0,1860,0
12.399791505609556,1,5,0,1,1,0,1200,0
10.525434069084952,2,2,0,1,0,1,2220,1
10.60214452626967,1,2,1,1,0,0,2520,0
9.974924102473976,1,2,1,1,0,0,2280,1
11.984808576881369,3,1,0,1,0,1,2280,1
10.94165957739282,4,1,0,1,0,0,2400,1
10.757392111974188,1,4,0,4,1,0,2520,0
11.017989594425456,2,5,0,1,0,0,2520,0
12.037659911047468,1,1,0,1,1,1,3000,1
11.0674349200055,1,5,0,2,0,0,2520,0
9.83097062169695,3,1,0,2,0,1,2880,1
10.999613419284296,1,2,0,3,1,1,2580,1
11.461642696843066,1,5,0,4,0,0,2520,0
9.531626451841742,1,2,1,1,0,0,2640,0
10.506463824584774,1,3,1,1,0,0,4320,0
10.413342705547674,1,3,0,1,0,0,2160,0
9.328656598794224,1,2,1,1,1,0,2520,1
11.735836989368275,4,2,1,2,0,1,2520,1
10.209537399846088,1,5,1,1,1,0,2160,1
12.131085055857136,5,1,0,2,0,0,3240,0
11.017004873924424,1,2,1,1,0,0,2580,0
12.413984785601857,2,1,0,1,0,1,2580,0
9.55044884660634,1,3,0,1,1,1,2400,0
10.331398849474123,2,5,0,1,0,0,2820,1
11.807838828499987,3,2,1,4,1,0,3000,1
9.214431989879436,1,3,1,1,0,0,360,0
11.250924134634175,1,2,1,4,0,1,2940,0
10.975259507243909,3,2,1,1,0,1,2160,1
9.770013301136158,1,3,1,1,1,0,1980,0
11.103768550523514,1,3,1,1,0,0,2160,0
10.554796597479278,1,2,0,3,0,0,2520,0
11.277215789596893,1,2,0,1,0,0,3060,0
10.985309671896765,1,5,0,1,1,0,2580,1
9.87822102528824,2,1,1,1,0,1,2340,0
11.820417517632333,1,2,1,3,0,1,2280,0
10.809344036488136,3,5,1,1,0,0,2640,0
10.525138731391005,1,5,0,3,0,1,2580,1
9.503084610020228,3,2,0,1,0,1,2520,1
9.90802723257816,1,2,1,1,0,1,1800,0
10.424689159126888,1,4,1,1,0,0,2580,0
9.794007451917308,1,2,1,1,1,0,0,0
12.46420102822734,5,1,0,1,1,1,2160,0
11.670877481980172,1,5,0,1,0,1,2160,0
9.651880224221337,1,3,0,1,0,0,2520,1
9.829625703937673,1,3,0,1,1,1,2160,0
11.005444242454628,1,2,1,1,1,1,3000,1
10.295563423525277,1,5,0,1,1,0,2220,0
9.019300924562506,1,2,1,1,0,0,2040,1
10.106469212026385,4,5,0,1,1,0,2520,0
12.21263605913015,4,1,0,5,0,0,2580,1
10.82865873621622,1,3,1,1,0,1,3060,1
10.795096171764786,3,1,0,1,1,0,2220,1
11.85687680608952,1,3,0,1,0,1,2160,0
11.663076729214897,1,2,0,2,0,0,3000,0
11.300734217613964,3,1,1,1,0,0,2400,0
11.195484970354173,3,3,0,1,0,0,2520,0
11.325402403776808,1,5,0,1,0,0,2580,0
10.90321829164412,3,1,0,1,0,0,2520,1
9.406811351874556,1,2,1,1,1,1,2520,0
10.36356710058417,1,3,1,1,1,0,2160,0
9.822873848541882,1,5,1,1,1,0,2160,0
9.919410113079945,1,3,1,1,0,0,2160,0
11.095301739538131,1,2,1,1,0,0,2400,0
11.56519528240391,1,2,1,1,0,1,2580,0
10.91000282698325,3,2,1,1,0,1,2580,1
10.568775236216991,1,3,0,1,0,0,2580,1
10.788308256940796,1,5,0,3,1,0,3000,0
13.129996173361718,3,2,1,15,0,1,3000,1
10.71299453421227,1,2,1,1,0,1,2160,0
11.81303746480054,3,1,0,1,0,0,2880,1
11.322067577153987,1,5,1,1,0,0,2520,1
12.570510877020068,1,2,1,2,0,1,2160,0
10.526775414924009,1,5,0,2,0,0,2400,0
10.849356503939038,2,2,1,1,1,1,2820,0
9.88078171500049,1,2,0,1,0,0,2040,1
11.347272216859045,1,2,1,1,0,1,2340,0
11.062896997155413,3,2,1,2,0,1,2160,0
11.14924029241027,1,2,1,1,0,0,2220,1
11.991027463722103,1,3,0,1,0,0,1920,1
11.089820688682371,1,2,1,1,0,0,2160,0
11.352533683253329,1,2,1,1,0,1,2940,0
10.848968086540824,1,5,1,1,1,0,2160,0
10.902297921958713,3,2,1,1,0,0,2880,1
12.037659911047468,1,1,0,1,1,1,3000,0
11.55838628349022,3,1,0,3,0,0,2820,1
12.131085055857136,5,2,0,1,0,1,3360,1
11.40679798860655,3,3,0,1,1,0,2460,0
10.37850981733684,3,2,1,1,0,1,2520,1
11.177047052000846,1,2,1,1,1,0,2400,0
11.017004873924424,1,2,1,1,0,0,2580,0
10.113181056125931,1,3,1,1,1,0,3120,0
9.872822138225242,1,5,1,1,0,0,2520,0
11.782578486409182,3,2,0,1,0,0,2220,0
10.740756721857226,3,3,0,1,0,1,2220,0
11.674117013888068,3,2,0,3,0,0,2580,1
10.778977123006351,3,1,0,1,0,0,2220,1
11.046770420412676,3,4,1,1,1,0,2580,1
10.238744765600796,1,3,1,1,1,0,2160,0
11.084309430262897,1,1,1,1,0,1,3000,0
8.833608482690892,3,3,0,1,0,0,2400,0
9.760252084449377,1,3,1,1,0,0,2520,0
10.601398368945096,1,5,1,1,0,0,2520,0
12.25191083786729,2,5,0,2,0,0,2520,0
10.493383103285598,3,3,1,1,1,0,2520,1
10.834292442568303,1,2,1,1,0,1,3000,0
11.43605521971203,1,2,0,1,1,0,3000,0
11.244405291716395,1,4,0,1,0,0,2220,0
10.732715997033832,1,3,0,1,1,0,1920,0
10.285376924115589,1,2,1,1,0,1,2520,0
12.870822923581574,5,1,0,7,0,1,2880,1
10.6204977333606,1,3,1,1,1,0,2400,0
12.044764747144,1,2,1,2,0,1,2400,1
10.617931341885154,1,2,0,1,1,0,1500,0
10.025749432069084,1,3,1,1,0,0,2940,0
10.404293143019792,1,2,1,1,1,0,2280,0
10.413342705547674,1,3,0,1,0,0,2160,0
10.36410350510914,3,3,0,1,0,0,1500,1
9.746892220313054,1,3,1,1,0,0,1620,0
11.86541867764562,1,3,0,3,0,0,2400,0
10.499600568082863,1,1,0,1,0,0,2580,1
12.413984785601857,2,1,0,1,0,1,2580,0
9.806480934593978,3,2,0,8,0,1,2520,0
10.165890277802454,1,1,1,1,1,0,2460,0
12.579706471268628,1,5,0,1,0,0,2520,0
10.97765344829931,3,3,0,2,0,0,3420,0
10.86839700531273,1,5,1,1,0,0,2520,0
10.602765899026313,1,3,0,3,0,0,2520,0
9.806480934593978,3,2,0,8,0,1,2520,1
10.720311477789672,1,3,0,1,0,0,2880,1
10.789339695269716,1,2,1,4,1,1,3000,0
10.616584408403694,5,1,0,1,0,1,2520,0
9.147507062804614,1,2,1,1,1,0,2880,0
11.607153241005074,1,3,0,1,0,0,2040,0
11.284505517930617,3,5,0,1,0,0,2580,0
10.525434069084952,1,2,1,1,1,1,2160,0
11.42563404877328,1,2,1,2,0,1,2520,1
10.357457069703909,1,2,1,1,0,0,2160,0
10.955724259582697,1,2,1,1,0,0,2040,0
8.928110078202646,3,2,1,1,0,1,2280,1
10.768084910001392,3,5,1,1,0,0,2520,0
10.331398849474123,2,5,0,1,0,0,2520,0
11.448184256626329,3,2,0,1,1,0,2760,0
11.135187385342592,1,2,1,1,0,1,2400,1
10.176220948190334,1,3,1,1,0,1,2580,0
9.69898173460629,1,1,0,1,1,0,2580,0
10.25699247726904,1,2,1,1,1,0,1980,0
10.75301863171864,3,1,1,3,1,1,3480,1
10.067602707388096,1,3,1,1,1,0,2880,0
11.06665398721974,2,1,0,1,0,0,2520,0
10.788308256940796,1,5,0,3,1,0,3000,0
12.196077863689077,5,3,0,1,0,0,3000,1
10.11135501629782,5,2,1,1,0,0,3360,0
9.669093450449065,1,2,1,1,0,0,2520,0
12.180708682634608,1,2,0,1,0,1,3420,1
8.854522203757432,3,2,0,1,0,1,2400,0
11.467938559235831,5,2,1,2,0,1,2580,1
10.952226590708513,1,3,1,1,0,1,0,0
11.669168240552514,3,1,0,1,0,1,2520,0
11.6262630788088,1,2,0,1,0,0,2580,0
11.450156044717149,1,2,1,1,0,0,1440,0
10.556619704557836,1,1,0,1,1,1,3000,0
11.452442708090487,1,5,1,2,1,0,2100,1
11.24699183790044,4,2,1,1,0,1,2760,0
11.1983653937102,3,1,0,1,0,0,2580,1
11.932760167490123,1,3,0,1,0,1,1980,0
10.491301994830229,1,1,0,1,1,1,3000,0
10.90468912348068,1,2,1,1,1,0,2580,0
10.978677671259746,1,5,1,1,0,1,2160,0
10.722848794230307,1,3,1,1,1,0,2760,0
11.551963469125544,3,5,0,1,0,0,2220,0
11.412784636346563,1,3,1,1,1,0,2520,1
11.511934974596556,5,1,0,4,0,0,1800,1
10.5100141888123,1,2,1,1,0,1,720,0
11.674117013888068,3,2,0,3,0,0,2580,1
11.2922912626048,3,1,0,1,0,1,2640,0
11.589664259189115,5,1,0,15,0,1,2640,1
12.06180381236291,1,5,0,8,0,0,3000,0
10.658317618283656,1,2,1,2,1,0,2280,0
11.089820688682371,1,2,1,1,0,0,2340,0
10.539032102959617,1,2,0,1,0,0,2400,1
12.349787633878709,5,5,0,1,0,0,2760,1
10.664316745782925,1,1,1,1,0,1,2520,1
8.717845704894916,1,3,1,1,0,1,2640,0
9.972127028252816,1,2,1,1,0,1,3120,0
10.499256165652112,5,1,0,1,0,1,2580,1
11.782578486409182,3,2,0,1,0,0,2220,0
10.482373613207027,1,3,1,1,0,0,2220,0
10.92415631759022,1,5,1,1,0,0,2580,1
13.168447025117317,5,1,0,4,0,1,2940,1
11.660146475719875,1,1,1,1,0,1,2160,0
9.958259788383108,3,2,1,3,1,1,2700,1
10.278527816830314,1,2,1,1,1,0,2640,0
10.158168529848494,1,3,1,1,0,0,2520,0
10.66291392588534,1,5,1,1,0,1,2280,0
11.142745451001325,3,1,0,2,0,0,2280,0
12.573423894362902,3,2,0,1,0,1,3480,0
11.784180855205214,4,2,0,3,0,1,1740,1
11.020283511637867,3,5,0,1,0,0,3000,1
11.054629038216078,1,2,1,1,1,1,2520,0
11.6262630788088,1,2,0,1,0,0,2580,0
11.476271853988816,1,5,0,1,1,0,2520,0
10.113181056125931,1,3,1,1,1,0,3120,0
11.538115514793793,3,1,0,1,0,1,1980,0
13.129996173361718,3,2,1,1,0,1,3000,1
9.517898598432753,1,2,1,1,0,0,1500,0
10.67014073838981,1,2,1,1,0,0,2520,1
11.097425172408933,1,5,0,1,0,1,2160,0
10.593906013524816,1,1,0,1,0,0,2520,0
11.581620958911529,1,4,1,1,0,0,0,0
11.002949480158817,2,5,0,1,1,1,2340,0
10.209537399846088,1,5,1,1,1,0,2160,0
11.588598640125822,1,2,1,1,1,1,2580,0
11.260623406285792,1,2,0,5,0,0,2520,1
10.859556534418696,2,2,1,1,0,0,2580,0
9.918425424900336,1,2,0,1,1,0,2340,1
10.55087871125787,1,4,1,4,1,0,2520,0
10.650554575085504,3,2,1,1,0,1,2520,0
11.285284314603569,3,2,0,1,0,0,2160,0
11.110894453596346,1,2,1,1,1,1,2160,0
11.52555537087025,2,2,0,1,0,0,2580,1
9.99656797555214,1,3,1,1,1,0,2520,0
11.834073744348917,3,3,1,2,1,1,1980,1
11.450156044717149,1,2,1,1,0,0,1440,0
10.825283105044727,5,1,0,1,1,0,2520,0
11.289731912405976,3,2,0,3,1,1,2520,1
10.22560728293294,1,5,1,1,1,0,2160,0
11.6617850286409,1,3,0,1,0,0,2580,0
13.065583480153231,3,3,0,1,0,1,3420,1
11.82256225906572,1,1,0,1,1,1,2580,0
11.7652471635618,3,2,0,2,0,1,3360,1
10.885584751364703,5,1,0,2,0,1,2160,1
12.25191083786729,2,5,0,2,0,0,2520,1
12.082610388582436,1,1,1,1,1,1,1680,1
10.949770923024142,5,1,0,3,0,1,3000,0
10.553100731072345,1,2,1,1,1,1,1560,0
10.694237736914808,3,2,0,8,0,0,2160,1
11.289794413577894,1,5,1,1,0,0,2160,0
11.338226780121822,5,5,1,1,0,0,1440,1
10.852264835444585,1,2,1,1,0,0,2160,0
12.163170363711956,3,2,1,1,1,0,2820,1
