target_file,rep,source_tag,source_file,source_n,target_n,slice,level,assignment,delta,rho,m_gamma,m_omega,dgamma_norm,domega_norm,KL,true_ite_sd,true_ite_mean,pehe_tl,bias_tl,pehe_target,bias_target,pehe_source,bias_source,cita
target_n100_prognostic_L0.75_biased.csv,10,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.5272033312560296,1.7746801400006178,1.0324511959942257,0.26762509109374255,5.4621826798318525,1.6027383780657884,0.7666620850750812,-0.07772910831574231,0.1728572596560784
target_n100_prognostic_L0.75_biased.csv,11,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.2401649587510388,1.5554227509796652,0.9198379615663248,0.4829509577453104,2.5366158978796545,0.9511535486876932,0.7582205889947948,0.0436678251922098,0.1639770661888028
target_n100_prognostic_L0.75_biased.csv,12,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.6394728933254856,1.5936521263886843,0.7274665957072588,0.1795176295469847,2.695664317847202,0.7910143164824095,0.6513880598856175,-0.061543461876049976,0.1508493027918872
target_n100_prognostic_L0.75_biased.csv,13,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.706789687213811,2.0707062502361673,0.7275410032709396,0.19229709906803194,4.559313733817369,1.05748951239811,0.6904923833359515,-0.0634771604992288,0.24009645569888788
target_n100_prognostic_L0.75_biased.csv,14,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.6114398512405128,1.7648054347661937,0.7684345342176802,-0.07490098339595441,2.048711047759951,0.1777801527353322,0.7769445785672134,-0.04967522484340314,0.21690226524664544
target_n100_prognostic_L0.75_biased.csv,15,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.4348896746891548,1.5537987041483396,0.6238393727848051,0.10227105140585957,4.385263595201415,1.3943171215047365,0.6401226436411547,0.13953516006369648,0.2531880044162205
target_n100_prognostic_L0.75_biased.csv,16,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.6189498646858649,1.404925294951317,0.6916729762306649,0.27881222145188134,4.1129003232271915,0.8255451239787368,0.6501526078133796,0.08186774627793114,0.2345463900995793
target_n100_prognostic_L0.75_biased.csv,17,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.6618852143826417,1.6404276252685688,1.2745493717322458,0.7240898250640728,10.165564362830809,2.023442232519517,0.6318625631868897,0.01967509976042292,0.23266234167744532
target_n100_prognostic_L0.75_biased.csv,18,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.5017332122131444,1.5468695392264216,0.5643582116235553,0.14876721004115656,2.2101299420042473,0.972888446842304,0.5290188154180904,-0.003968976940044611,0.2710975069008032
target_n100_prognostic_L0.75_biased.csv,19,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.4726347402497095,1.651110433673389,0.9301535244728708,0.22047934618043175,2.961506410596348,0.6372153529171871,1.008275077463147,0.23225627031373253,0.2679324050181806
target_n100_prognostic_L0.75_biased.csv,20,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.408701936484255,1.7862008112506282,0.5608139547324055,0.35299057783323406,5.664424621353052,1.85725350202757,0.4286738997318898,-0.023765851839007146,0.26948414661323045
target_n100_prognostic_L0.75_biased.csv,21,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.5197299538057742,1.3521699557234477,1.1771807907433358,0.619430219180422,2.98280641828814,0.7269666543076803,0.8621420707355216,0.09756115580304159,0.2309443729118685
target_n100_prognostic_L0.75_biased.csv,22,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.6232791784884286,1.5421003430815066,0.9679164307006133,0.5757976442842161,9.62792304864564,2.6444068819551143,0.5334212777247371,0.1093371778993284,0.21229361272910047
target_n100_prognostic_L0.75_biased.csv,23,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.5606712161532623,1.3677337727360845,0.7354213096002802,0.21591562416027776,1.9526206898615652,0.8836724200434565,0.8340019223726567,0.26924914504956,0.2587838414930119
target_n100_prognostic_L0.75_biased.csv,24,source_n1000,source_n1000.csv,1000,100,prognostic,0.75,biased,0.0,0.0,0.75,0.0,0.75,0.0,0.0,1.5282932425230369,1.4900358086192649,0.6344933858199464,0.10721787160992213,5.369886262191971,1.4904482001697976,0.6924021524283077,0.11492212957501002,0.22835194133338768
