target_file,rep,source_tag,source_file,source_n,target_n,slice,level,assignment,delta,rho,m_gamma,m_omega,dgamma_norm,domega_norm,KL,true_ite_sd,true_ite_mean,pehe_tl,bias_tl,pehe_target,bias_target,pehe_source,bias_source,cita
target_n100_covshift_L1.00_randomized.csv,0,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.510223058930863,5.521647413157552,0.5028511775444469,0.23556188783732068,0.5425925819321153,0.11216406068888318,1.2152269700964249,-0.3949145869246422,0.4531450027785155
target_n100_covshift_L1.00_randomized.csv,1,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,2.9547730652083093,4.724480715247274,0.4879603335747022,0.3829955191887615,1.1277545819384565,-0.17717560813057442,0.7198277601668758,-0.2770100502692463,0.4795156536890542
target_n100_covshift_L1.00_randomized.csv,2,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.6116957533749816,5.23280291209697,0.5754265471104372,-0.032862230639450374,1.5707539404333934,-0.2942076171445773,1.3949941441105151,-0.3458819831418918,0.488550462870092
target_n100_covshift_L1.00_randomized.csv,3,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.746504544739289,5.157508413996761,0.6950778060938541,0.12974401215069964,20.81047657449485,-2.6027257849836998,1.2233619796655508,-0.334098856654232,0.4198808976192319
target_n100_covshift_L1.00_randomized.csv,4,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.328318641474321,5.352122438028501,0.9094282562371794,-0.07148040540521006,1.6674934730268338,-0.08549846418206553,1.197408520566121,-0.2582699180394874,0.5607803831489099
target_n100_covshift_L1.00_randomized.csv,5,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.6958695870967095,5.975814647763205,0.8869549630008696,0.3642083930082798,2.310185247436998,0.6995913313932896,2.4720791676970606,-0.629647560208273,0.535958671067995
target_n100_covshift_L1.00_randomized.csv,6,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.0052056169683534,4.742070998653652,0.4169461120165509,0.2191154103429298,1.4198164589317772,0.3038121800572853,0.7902894904026578,-0.17832693050790027,0.5628262333224772
target_n100_covshift_L1.00_randomized.csv,7,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.222562705572147,4.656720858519045,0.5940324252442054,0.2621891680312478,0.9986718258032786,-0.1323568639206565,0.8989928246150918,-0.2052957829880393,0.5686559432616555
target_n100_covshift_L1.00_randomized.csv,8,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.2067414840057236,5.153665277244042,0.8364960646325129,-0.03338310408730383,1.850781433948954,-0.5166165559305655,1.2094131438578142,-0.28320333647866125,0.5097525614540428
target_n100_covshift_L1.00_randomized.csv,9,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.056358437749978,5.790891885262194,1.5005282634122747,0.3912045960610486,1.877242491675355,-0.015969991188707233,3.9893653434903995,-0.6302258963400744,0.4972328822507302
target_n100_covshift_L1.00_randomized.csv,10,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.9086749838224137,5.622882520573154,1.075674785036326,0.5147646313738674,1.91143475121631,0.047948682887539285,2.573901097432127,-0.5402819270062595,0.5452182915389899
target_n100_covshift_L1.00_randomized.csv,11,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.7983170019868977,5.795529317649574,0.7312159301187229,0.2134824278033065,1.9483359684939128,-0.03031010607120521,2.0102927714821397,-0.5420712945782853,0.5122130101764117
target_n100_covshift_L1.00_randomized.csv,12,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.0485640319601788,5.133121776839405,0.4222198639608171,0.24236221287617088,1.0333659473289192,-0.2321832659446299,0.8919709903451047,-0.2797739985190928,0.4251771548968079
target_n100_covshift_L1.00_randomized.csv,13,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.635415680470365,5.432583626392333,0.635652663998121,0.21925896775439568,37.481078244322084,2.522456828472169,1.5414638499051991,-0.37505942213818244,0.5260205284828232
target_n100_covshift_L1.00_randomized.csv,14,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.59553344186642,4.913766195084793,0.9842821138541841,0.39763231107975816,1.592523831825865,-0.00590782335017348,2.161765610992827,-0.33678941896174575,0.5691450574386244
target_n100_covshift_L1.00_randomized.csv,15,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.417260000888694,5.44803601658094,0.5927085881587199,0.17105883205187222,1.5040147847368452,-0.3450401440833817,1.3083322486327886,-0.31936818516004184,0.4652796283738325
target_n100_covshift_L1.00_randomized.csv,16,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.874245803919859,5.841947376532387,1.2808049554945191,0.6103798749019393,1.9441643505732042,-0.28097993115885167,2.1368063329949596,-0.3849466441105118,0.5930347762584178
target_n100_covshift_L1.00_randomized.csv,17,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.5831089870580324,5.738251594948901,1.580881909845334,0.9037857967136969,4.390646472311447,0.6762867885349859,2.0292261097241915,-0.43280973856462346,0.5676136095511326
target_n100_covshift_L1.00_randomized.csv,18,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.5751084303290215,5.837872044390024,1.146738534991173,-0.21749927217322718,2.216293489875512,-0.5009269874747408,2.069723604680326,-0.5231361549552096,0.5528009310545848
target_n100_covshift_L1.00_randomized.csv,19,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.458839853339019,5.255501978005312,1.2608016255140309,-0.2269151135338765,3.3096327616661863,0.135038621817686,1.9605338622290618,-0.4203364773644429,0.46187690255930547
target_n100_covshift_L1.00_randomized.csv,20,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.46498578596096,5.842750644622643,0.6897677162144737,0.14567604071060902,2.230867440764952,0.15736522680680043,1.6388375432531788,-0.44715557092269176,0.5505075102928645
target_n100_covshift_L1.00_randomized.csv,21,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.9157858014034947,5.781464007994186,0.7790983597054941,-0.02889433254862972,1.5563660858197768,-0.2967418705430145,1.866349293415291,-0.5046433483567352,0.49835567429506045
target_n100_covshift_L1.00_randomized.csv,22,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,2.998151126246822,5.524274249931566,0.41285526181561205,0.2219310799634533,1.6402737921652113,0.3337641755139904,0.8320381062951312,-0.312693019767992,0.5590915589290784
target_n100_covshift_L1.00_randomized.csv,23,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.040790470654198,5.406969366714925,0.41775301127688935,0.07505625660660797,1.428140195316148,0.011750878646402896,1.0026556277838752,-0.42497664515730804,0.5034050353340596
target_n100_covshift_L1.00_randomized.csv,24,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.932561146455137,5.444176430328521,0.9885440692388004,0.5527966073912056,47.166780571998096,3.7781050256651314,2.4312325420018333,-0.5176641889649956,0.5485755830508222
target_n100_covshift_L1.00_randomized.csv,25,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.265548103081571,5.31874047748694,1.8412001748145823,-0.2513757847989515,3.045307478032512,-0.6958738469327406,2.5969323527813697,-0.4362531804288343,0.5610368045752501
target_n100_covshift_L1.00_randomized.csv,26,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.543906214480978,5.4503063015639075,0.6868607676466623,0.46997224763042844,1.20026264764069,0.07077657654888547,1.0612388593763926,-0.2562183193861731,0.5438747764490081
target_n100_covshift_L1.00_randomized.csv,27,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.5537090737630503,5.50102991740817,0.6485772437685476,0.3632598431814298,20.102128210256257,-0.7012037722360507,1.2573467352248573,-0.38238472621554287,0.48916150787980295
target_n100_covshift_L1.00_randomized.csv,28,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.534008303030321,5.208194326662395,0.5332141524210877,0.4225582368141678,1.3186061317460778,0.0581754929787186,1.116177240923436,-0.34727342059550015,0.536208138264331
target_n100_covshift_L1.00_randomized.csv,29,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.5014226454672235,5.728368758565819,0.9559671459956794,0.1467580801182633,3.6252837225102303,-0.7809576982325668,2.315870615333169,-0.5188627237147445,0.5857132786161965
target_n100_covshift_L1.00_randomized.csv,30,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.2574471149939095,5.683411661647642,0.2537154791249159,0.03964417789093222,0.9006481468792247,0.13643353793731894,1.0675372808357437,-0.42618614818939005,0.5073186230993871
target_n100_covshift_L1.00_randomized.csv,31,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.5394112522869334,5.650641232078532,0.558017029701054,0.09944555228426122,39.477559725820406,3.601773471290609,1.3259153112038191,-0.3738057904891763,0.5360529535681139
target_n100_covshift_L1.00_randomized.csv,32,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.041036118670677,5.844160796469261,1.1020705581888424,0.3703587042631611,1.2591027480646477,0.5259869086088642,2.5009534330266545,-0.5157477868257061,0.570085480069448
target_n100_covshift_L1.00_randomized.csv,33,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.893985780638609,5.467361954293007,2.921663284213035,-0.4978394780967177,3.002632952376191,-0.5216403280112685,2.76127628358077,-0.4585809980246962,0.45682071373084754
target_n100_covshift_L1.00_randomized.csv,34,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.641533120254381,5.2759080072414,0.8831302362317086,0.6097521642673893,1.4288721322813382,0.19250820674785807,1.2119359392474385,-0.2700710435878353,0.5572568644665505
target_n100_covshift_L1.00_randomized.csv,35,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.183400853950219,5.058358355196548,0.44445010177922667,0.37949545797483886,1.261271999407684,0.03555043157713378,1.011251746723742,-0.35742585244996583,0.49137459674826145
target_n100_covshift_L1.00_randomized.csv,36,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.3104124016485357,5.73080144517395,0.35262073382372333,0.2165290296795659,1.6368861957169316,-0.29429374330017044,1.0013346195028179,-0.4498351632830806,0.500392800070986
target_n100_covshift_L1.00_randomized.csv,37,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.211154035011187,5.591806131609353,1.183867662596801,0.05754451154860618,2.635378571507845,-0.8233553946098411,2.8681357278436788,-0.5705825865348899,0.5265182406168883
target_n100_covshift_L1.00_randomized.csv,38,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.785006008550817,5.883344765383288,3.108793780878124,0.6052111428198366,3.7787019482088056,0.513025645535901,6.87715742594563,-0.7750574309411498,0.5915105776288699
target_n100_covshift_L1.00_randomized.csv,39,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.963575503345914,5.976952205608011,1.1068951148909232,0.48372541814076797,2.650338054368353,-0.39008534998667344,2.7344101050553236,-0.5430904731251012,0.5125855883172481
target_n100_covshift_L1.00_randomized.csv,40,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.347138594310488,5.655148160529851,0.643398852280875,0.0472377418749339,4.185239802043514,-1.381935250831365,1.597398787151107,-0.47917140729498797,0.5478103648692584
target_n100_covshift_L1.00_randomized.csv,41,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.585359650375065,5.702973108863238,0.8057761910746689,-0.03389618930757354,2.126337305467082,-0.03847764072358917,1.9302441936148198,-0.5150348955148489,0.47645305294201007
target_n100_covshift_L1.00_randomized.csv,42,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,4.0686708465825605,5.0855020618392315,0.48069898824475454,0.1641302967117939,1.8974510759296817,-0.17163744925988578,1.4735359109531834,-0.3701233005477276,0.5107089155936034
target_n100_covshift_L1.00_randomized.csv,43,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.2212409806254096,4.9535991509383095,0.8146548969598888,0.6966069380814659,2.4298863896849356,-0.17550438241413957,0.8721850176841737,-0.23836773232869035,0.5342044770861231
target_n100_covshift_L1.00_randomized.csv,44,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.6451834645305023,5.54989886125154,0.9356133760571507,0.6918308750765849,1.5702380097772943,0.11717343489103804,1.5713665152831242,-0.35731291612214555,0.5511266896443381
target_n100_covshift_L1.00_randomized.csv,45,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.676797778681942,5.615123220666561,0.7781992387729632,0.119909337774601,2.069588297481343,-0.17874092696538924,1.4440673054809583,-0.3867697203003502,0.5270413673006056
target_n100_covshift_L1.00_randomized.csv,46,source_n5000,source_n5000.csv,5000,100,covshift,1.0,randomized,1.0,0.6,0.0,0.0,0.0,0.0,3.720693747937253,3.267493720283926,5.1229235082566245,0.30509807066889794,0.10539184513693023,1.885453510557967,0.30339132252340484,0.7114951569309974,-0.25562871989602876,0.5890495809974703
