source_n,target_n,assignment,slice,level,pehe_tl,pehe_tl,npehe_tl,npehe_tl,bias_tl,bias_tl,pehe_target,pehe_target,npehe_target,npehe_target,bias_target,bias_target,pehe_source,pehe_source,npehe_source,npehe_source,bias_source,bias_source,cita,cita,true_ite_sd,true_ite_sd
,,,,,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem
1000,50,biased,covshift,0.0,0.7944122713839635,0.02357187357082874,0.3555368029116468,0.011141650445282921,0.20246167756619982,0.02415433416176154,5.631456691319354,0.3103947145640631,2.503827790011513,0.1350994985663532,1.044422138705879,0.09226370409794553,0.7105057860235303,0.023681385056646638,0.3165975113978595,0.010532486546692543,0.002776516452460745,0.012565192843486627,0.2518326461671743,0.004676155319511601,1.5126514567815186,0.020691555481746764
1000,50,biased,covshift,0.25,1.0012670933068926,0.03559706511927877,0.2705515193236365,0.008293848753708179,0.21550630337547846,0.025270602082482736,7.981215319678304,0.5944088890566414,2.199026300818978,0.17265265659215054,0.7397999443764647,0.15527525239321735,1.0608846372612721,0.04643826481151018,0.2754674569481688,0.007503060526857007,-0.16075331562209536,0.0133678026046215,0.32081523089893593,0.006174760692189964,1.940030868530225,0.03354231215045988
1000,50,biased,covshift,0.5,1.3484512093238323,0.0684332520220047,0.23120187976622936,0.00655353319656173,0.24858562566482575,0.02713091196720017,14.443237237557774,1.6459233411038992,2.5789798675638362,0.26955264581398986,0.29838339511447687,0.25405358664367295,1.98397333476413,0.12009935768141022,0.32316707246235893,0.00799972605974871,-0.49439533375061,0.019620105907064346,0.41455521594083644,0.006240006837968058,2.3916690998297954,0.04146952055432868
1000,50,biased,covshift,0.75,1.7598536907377567,0.07075251928235769,0.19618409418118296,0.004136152833640516,0.16953230461656343,0.023463102669136805,25.60948167970964,3.6813178402471545,2.7836898691402046,0.3590568652529206,-0.26950010219038245,0.36225920788059185,4.301148646317585,0.18926552913432446,0.4677888579837787,0.008930467950207457,-1.0587310902160474,0.026838259479361498,0.500184160105334,0.004227955876433499,2.960288379255051,0.04189377136288483
1000,50,biased,covshift,1.0,2.886267244777555,0.1319766768096487,0.22448837397939048,0.0059594280881849915,-0.11919304358668333,0.028130439279057513,51.06609780255611,6.627099961074163,4.108504958496528,0.5057269574886806,-0.6144147554308885,0.5564688912002868,8.411849091744722,0.29599861306638636,0.6626070674330822,0.009151111690985318,-1.700291731235457,0.032191831637017,0.5476776107258187,0.0032165173799908,3.498619828530965,0.04830415910731729
1000,50,biased,effect,0.0,0.8517182900906818,0.028933079365636098,0.3531775057771654,0.013275892604017509,0.21331430724046313,0.024697604222506154,5.434726827503588,0.27179335210133665,2.2422187872022654,0.10423595933675397,1.0013241388478051,0.09037387793742378,0.7531767742938377,0.02511358415434245,0.313416812864607,0.01161627147845015,0.003882209567046917,0.011730769469790705,0.26234183808869416,0.004898056289499399,1.5703027657775983,0.018830172866602275
1000,50,biased,effect,0.25,0.8791704143547818,0.027529220951961843,0.3599666019727845,0.010338271389845777,0.20010870627312588,0.023149225817666205,5.805858492480609,0.2671610222490662,2.369043697263487,0.10420539500626946,1.0113739665523043,0.09121992963026987,0.8030123664614738,0.025603598446343183,0.3298416305577381,0.010251498220160343,-0.011204494915915306,0.012831264188219175,0.2609353124065174,0.0041398684218521,1.5736543556870959,0.020200067274881172
1000,50,biased,effect,0.5,1.142181475660201,0.034197115286776984,0.41471323508275193,0.012417681942129723,0.1977889117625294,0.026922845774547212,6.484424046052989,0.3097034409061918,2.3665960007000835,0.12208000559110113,1.040791849571162,0.10465635297141247,1.1026669519305572,0.033634964343776066,0.4003503205866408,0.012062295038426835,0.023375760021501595,0.01465948570161216,0.26094794086673656,0.0051717909347595,1.6748132457589626,0.022214552526520093
1000,50,biased,effect,0.75,1.495178760224317,0.04325065298970801,0.4826245817180688,0.017426894597396086,0.24372285194715665,0.02450080912415636,6.323438167776056,0.3223014849186374,2.0151840487866446,0.11404987776794287,1.0221957214178727,0.09553517496738896,1.499063750548823,0.04506002765577845,0.48460063484010063,0.018341370184955706,0.016544423178045043,0.018729535682746754,0.2588526898451941,0.004787232013285408,1.7931771292291432,0.02469500296525904
1000,50,biased,effect,1.0,1.7688108406767924,0.04509402290290422,0.5048583641987334,0.015028882164796881,0.2083258099428911,0.02717417764490105,6.94214592879913,0.3681698315946895,1.917561905312329,0.08798583650262551,1.0198750661307547,0.10797494875297028,1.8201013266276056,0.04145135156848714,0.517683898092655,0.013736407602147274,-0.029503159416506847,0.01736146915504319,0.2631043309496662,0.004550686205220726,1.8996005636420978,0.026119294991861507
1000,50,biased,prognostic,0.0,0.7752569064827106,0.023509874551296377,0.33826053353581437,0.011293248973070822,0.19594627899566458,0.023050589355536104,5.502222667871009,0.2756105733115491,2.4413036414422002,0.1392500631209534,0.9983925399135969,0.08945791558021285,0.6957794376622967,0.022340563162940055,0.30301111362426425,0.010229414321688208,0.031887313551099805,0.010356553560352394,0.257672104461679,0.005006056288583567,1.532362618538126,0.019814510264758677
1000,50,biased,prognostic,0.25,0.8105169682053546,0.02334761595357659,0.35417796390220907,0.012129266467129824,0.22091369524013896,0.02470628349944121,5.851674514654044,0.2938753109235991,2.5047711827906776,0.12064145019549286,1.0069894489215003,0.09514694258409602,0.7275330692413567,0.021191698439896912,0.31775365197136723,0.010740540032894142,0.04335964097988499,0.010078605374705656,0.2503376911284655,0.00418334755940128,1.5371127973430014,0.01959273438191384
1000,50,biased,prognostic,0.5,0.83760384618312,0.02767981514179192,0.3466022019745432,0.01216765750882764,0.25737491151925407,0.023519123119487388,5.755027092956603,0.2962942247847719,2.327116174755355,0.11330630522221308,1.0550389417507897,0.09507728456963142,0.7461059091223526,0.026431679543345066,0.3087999746008247,0.011240381428142068,0.009177257033551519,0.011398573053937749,0.25791675174441925,0.004368374453369076,1.5738453011656495,0.022400893478782692
1000,50,biased,prognostic,0.75,0.8734749924389716,0.028910283684631017,0.37065769758165096,0.01364993336598051,0.2960300034712424,0.023542351879163457,6.596731632107419,0.3222034911189364,2.776950534960385,0.14367621500656252,1.0119231974016294,0.11425158044126633,0.7407988511389055,0.02654366576442242,0.3154901921579234,0.012384625493737329,0.013717287225591155,0.01160497967473912,0.2639442504162649,0.005537041338716844,1.5557810073080214,0.020261825066742064
1000,50,biased,prognostic,1.0,0.9872320603881658,0.03488989489999419,0.40891628454010065,0.01699614199793891,0.3641806040820388,0.02900193987669699,6.848101059046167,0.30656024280329425,2.812292129772155,0.14012199895228916,1.0389978472259553,0.11804870232799136,0.7789367310076307,0.027472821387714248,0.3187263597135842,0.011739202730186556,0.031163201194694658,0.012479902037582,0.2560188460706976,0.0038409553879155114,1.578798673111543,0.018264642243485913
1000,50,randomized,covshift,0.0,0.737206983615195,0.023643975270456814,0.3130203277562511,0.009142394153435304,-0.005274618985620405,0.02678831964339364,4.207195945009036,0.28360471999770986,1.8239927895213313,0.13114928904615905,-0.049893121789698555,0.08379584224438738,0.6987855147515478,0.021287105464063812,0.2995206256589006,0.00943852245980695,0.03521620499852574,0.01129519634584927,0.24793698040087186,0.004391163553213654,1.5413394389561026,0.02019316850110108
1000,50,randomized,covshift,0.25,0.9051525687719233,0.028287408267575774,0.25875828177478266,0.007589584154622954,0.018865443443077935,0.02662191991191363,8.193319675298465,0.897817203811621,2.415233578718268,0.29896130838766977,-0.5900121124338924,0.15731335171718347,0.9314657170392262,0.03390191640462883,0.2586164212120661,0.006129570153331572,-0.15150803926108475,0.014278085297987589,0.3017510393189685,0.006179280323887504,1.8848613237918834,0.02879782924083239
1000,50,randomized,covshift,0.5,1.4377515848366347,0.055240767005528456,0.24025241261346383,0.007287265892184164,-0.022040999389971224,0.03311493522806945,15.972874992555251,2.210255429743963,2.549763805039006,0.3197923772414832,-0.8439441590083488,0.25056327742672707,2.0135594304199826,0.07700776475402225,0.32935386974254266,0.00703210313544708,-0.5207168512118707,0.017166847003465865,0.3871009145534455,0.005839072175510996,2.431459598837528,0.030912091818304538
1000,50,randomized,covshift,0.75,2.077363836508475,0.11421762654293185,0.2341463926027183,0.006739189913526261,-0.11658323621279497,0.02879145557486764,26.549585613079195,3.9494040045261536,3.309707198217689,0.46831467105532615,-0.7936536205363919,0.36438888560911853,4.103125005681689,0.1727857255733603,0.4650965610239336,0.00861533762924346,-0.9980931005430864,0.025685242967814954,0.4671314761822356,0.005723114401753977,2.8949431622676327,0.043553047263888964
1000,50,randomized,covshift,1.0,3.9684414527078156,0.28846347507943676,0.2948204910037521,0.01296886960047799,-0.5582043692273188,0.0475669797823115,48.78872560957705,6.666681216586133,4.066881003293723,0.5327929104276781,-1.5247324700177753,0.5214978190866331,8.401678108510094,0.33023298666907636,0.6548370559340667,0.00986987344352506,-1.7166972777051024,0.03189751324616387,0.5109891394526404,0.004270498170841231,3.5105673292385706,0.05128922131728623
1000,50,randomized,effect,0.0,0.7266891722042742,0.022265931474874913,0.3170838717429016,0.009680463591090491,-0.011048411923069839,0.023325041515247284,4.759098183313657,0.36093604328097517,2.1009370576594124,0.1829945268766642,-0.17985643954070332,0.09200369266075564,0.7303997472291023,0.023287168507199665,0.32096808783487857,0.01107132868852467,0.010415350598673939,0.010434512183921156,0.24804481606306641,0.004269635883811777,1.5272879306005447,0.02007835832211672
1000,50,randomized,effect,0.25,0.8354518314168123,0.026198269865182033,0.3407803383118832,0.010916434536716138,0.05847465331803935,0.023079235273435233,4.783577999847295,0.3381501506134238,2.167164895004604,0.22639535356688412,-0.17890973609734398,0.09036752701632676,0.8054726840407893,0.024700803786256904,0.328273214943639,0.009377681353288031,0.01853212769281048,0.011535123281571977,0.2458611796230815,0.004453415147883919,1.5818237229279402,0.02217523159177757
1000,50,randomized,effect,0.5,1.0011451364444395,0.026767051739929593,0.3610918195893265,0.011933625249808752,-0.001928836759339836,0.02331158001760377,5.143241941304162,0.3378886018551047,1.8387827143115307,0.11852987663555521,-0.17974498765093444,0.096210261786799,1.0074856672035726,0.02577383694176169,0.36221815199916335,0.011583042615434937,-0.00037774151207115914,0.013931922658271348,0.24751926477652145,0.004367673220783965,1.694538845323189,0.023397020810729176
1000,50,randomized,effect,0.75,1.2992337371707976,0.04032847893273705,0.4452043191191206,0.013876783043171328,-0.037788115725193305,0.025640486247148115,4.947826363731836,0.32102536246704416,1.673962121953248,0.10405311062992048,-0.21497771038142224,0.09628203229915985,1.3404913317483391,0.03388827012191218,0.4640660397992735,0.014854710645760527,0.024751015320148187,0.015851727290034874,0.23893005704994863,0.0035921465635904287,1.7295582373661516,0.02226479563867747
1000,50,randomized,effect,1.0,1.7150252840317637,0.040595914549585,0.4840153944192532,0.013903669475273828,-0.0265114469717901,0.024830670760124428,5.5447679979013,0.3895421634464411,1.4912505939731204,0.09539291145894743,-0.1701438867378692,0.10557216419684805,1.905867633991906,0.04168919563898001,0.5345315359286767,0.013546324295767354,0.04910335586558176,0.020640326005747497,0.2519548031177586,0.004461111685137429,1.909955806928441,0.023526574931715442
1000,50,randomized,prognostic,0.0,0.7141857298141829,0.02274162914719953,0.32914335449315935,0.011062840526870338,0.027099079942301464,0.022886869908194295,4.667016764731627,0.307406122009677,2.134415886716491,0.14145072655766744,-0.13348462987135296,0.09535404121535945,0.6853679717417142,0.020574373338769172,0.3168329474957736,0.010230455774777741,0.002225465631083201,0.011125878019261808,0.24362058245490403,0.003926258545867083,1.4889579804594895,0.0193350399928545
1000,50,randomized,prognostic,0.25,0.7944515738261131,0.02457466421269135,0.3420135347556961,0.014009292393596412,-0.00012054655357059074,0.02964759942401301,5.3413004581879076,0.3671528928879767,2.2530896987605393,0.15091067744883846,-0.15025437200098093,0.10258696538217842,0.7444837705959596,0.02398811342423105,0.31917717908228377,0.01327079626447745,0.026101626421969573,0.01332441216000716,0.24156651638542231,0.003706649639758418,1.5555995972907213,0.019977250961418273
1000,50,randomized,prognostic,0.5,0.794528019723409,0.026067861814497238,0.3364283081406489,0.010525627594063596,-0.019940776913999002,0.024651114017924233,5.116293258417176,0.38286005903726805,2.1753676410464355,0.16584393283517967,-0.25550096928664895,0.0944528564906098,0.7461060121813812,0.024931101769303278,0.31756906976932436,0.011125569956272004,-0.0021547217067465012,0.011758123547629486,0.2433123770924065,0.0043461301844770405,1.5488261064305096,0.020472000690826123
1000,50,randomized,prognostic,0.75,0.7800900246498881,0.02793448162237077,0.3162211757890358,0.010389743444327046,0.026558113280592897,0.02720671641282734,5.727036702501452,0.4001564419608147,2.272977887411837,0.14129462371591262,-0.10011498179668335,0.11461344952226829,0.7322799066153735,0.026234968402659868,0.2979278549470897,0.010240727949454052,0.006322391215620966,0.011004999023536934,0.24923255071112738,0.003525724010617206,1.5845088921840884,0.022698815083433153
1000,50,randomized,prognostic,1.0,0.8451519259241213,0.04229513185734317,0.36964523056410736,0.016075215520271312,-0.037939054123957705,0.026678689859722077,5.337300826496961,0.3954463836435796,2.37729417910561,0.1696323141369927,-0.10826217943419986,0.09949690268304781,0.7522635596384097,0.03927136134825066,0.3269602942322352,0.01385925830580321,0.010304279573361328,0.011311765397308915,0.25441934693329604,0.004836138712545353,1.530061963358791,0.022915424848522117
1000,100,biased,covshift,0.0,0.8066199366461129,0.01981142774475118,0.347108287493659,0.008980745303923723,0.23077700486217512,0.019615583401505408,3.5535662902527325,0.19884493216203464,1.4960718560883945,0.07432013301007892,0.9998697148803329,0.05495177290939528,0.7265438674028661,0.017918508826741866,0.31169272974808926,0.007734781811580267,0.011043327951774708,0.008085659202171578,0.23230121241190566,0.004485566037785603,1.5350588584643312,0.015929305345486186
1000,100,biased,covshift,0.25,0.9151947557929647,0.023618148953894826,0.2376909410267819,0.00503236288659246,0.23356806180408532,0.019715983191169247,3.2944353654529244,0.29182504500940526,0.878971509654798,0.07811071436668712,0.7990446009390648,0.06521126593201704,0.9572145117662412,0.02668607330193748,0.2461190714153163,0.004586101245739039,-0.15510737040111477,0.010634113732164696,0.3010471985392198,0.005774371006581593,1.9631153139386093,0.02052612403158806
1000,100,biased,covshift,0.5,1.3043866514078186,0.03413625667956417,0.22832991818845508,0.005838474903440768,0.3747848841693296,0.02328660858623486,4.7353067339797255,0.6875297421276316,0.8907251946398091,0.13831718524848752,0.5058866767358079,0.11150115531341362,1.899658929071053,0.05732907010072067,0.32427254505081776,0.005184309952167189,-0.4963339641544923,0.012248632971780044,0.42269073865813434,0.005096436463247615,2.397469365384873,0.02564531663036156
1000,100,biased,covshift,0.75,1.782806554163474,0.03925538754308498,0.20289792476757018,0.0032472198514864104,0.5481126122870215,0.020617616241815163,4.938396798480176,1.0351419759468765,0.5681767778897359,0.11476966100914347,0.5522021918692359,0.11172003383849756,4.1855034019204735,0.11915722179621549,0.4661007189061743,0.005165452871640236,-1.0226167411408664,0.017675277819719035,0.501902217800761,0.0030256473272630164,2.9647348391962356,0.031552723304432574
1000,100,biased,covshift,1.0,2.369357947444279,0.06973064311542622,0.1895609544366189,0.003322080294525679,0.5940014561728999,0.029936654451730504,7.330023010334907,1.5653855626849427,0.6285641578206479,0.13945445741954607,0.5614865049438045,0.14554255806764513,8.175021768789334,0.2195791645605111,0.6511418995812498,0.007034149762252498,-1.6984249869270758,0.024536709756982644,0.5424323684151491,0.002911929080987403,3.5120542293504204,0.03591800761556553
1000,100,biased,effect,0.0,0.8474231575003432,0.024489877036745662,0.34866972238754895,0.010320084079068259,0.2769302731934743,0.01986042605675341,3.331731220541197,0.16908185255282143,1.3790103677172822,0.06935526367588374,1.0008177095833974,0.04826036737552376,0.7511877351549527,0.019723920296516456,0.3078151562223578,0.0073720290625582195,0.019811292308922254,0.00796112527746418,0.23015961302789134,0.004336019411329712,1.5703612495924253,0.017912520160770107
1000,100,biased,effect,0.25,0.9048706722816939,0.021798395610282614,0.3627586065754062,0.010276123663384538,0.23053208620865967,0.021318170561208043,3.222156978722213,0.16618551415533456,1.270804572873214,0.06224324355756818,0.9318859294207872,0.04662794161668163,0.8280972331340933,0.015656708496318793,0.33164172999402497,0.007501828262505629,0.015462370231944564,0.00930206836284491,0.2277195471536649,0.00379281727998251,1.5941831659722618,0.01619804124279383
